crn,subject,title,course_num,credits,section,campus,days,start_dates,end_dates,times,linked
24490,CE,"Engineering Project Management",421,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1420'",""
20242,CE,"Advanced Structural Analysis",463,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'","22861"
22861,CE,"Advanced Structural Analysis",463,0,L02," USask - Main Saskatoon Campus","'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday'","'07-Jan-2026', '21-Jan-2026', '04-Feb-2026', '25-Feb-2026', '11-Mar-2026', '25-Mar-2026'","'07-Jan-2026', '21-Jan-2026', '04-Feb-2026', '25-Feb-2026', '11-Mar-2026', '25-Mar-2026'","'1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720'","20242"
22262,CE,"Transportation Engineering II",467,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1220'","22898"
22898,CE,"Transportation Engineering II",467,0,L02," USask - Main Saskatoon Campus","'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday', 'Wednesday'","'14-Jan-2026', '28-Jan-2026', '11-Feb-2026', '04-Mar-2026', '18-Mar-2026', '01-Apr-2026'","'14-Jan-2026', '28-Jan-2026', '11-Feb-2026', '04-Mar-2026', '18-Mar-2026', '01-Apr-2026'","'1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720'","22262"
22979,CE,"Design in Masonry",474,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0920'","22980"
22980,CE,"Design in Masonry",474,0,L02," USask - Main Saskatoon Campus","'Thursday', 'Thursday', 'Thursday', 'Thursday', 'Thursday', 'Thursday'","'15-Jan-2026', '29-Jan-2026', '12-Feb-2026', '05-Mar-2026', '19-Mar-2026', '02-Apr-2026'","'15-Jan-2026', '29-Jan-2026', '12-Feb-2026', '05-Mar-2026', '19-Mar-2026', '02-Apr-2026'","'1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720', '1430 - 1720'","22979"
20983,CE,"Capstone Design Project",495,3,01," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1230 - 1320'",""
23650,CE,"Advanced Behaviour of Reinforced Concrete Members",803,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0900 - 1020'",""
20816,CE,"Biological Waste Water Treatment",825,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1030 - 1150'",""
20825,CE,"Pavement Management System I",866,3,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
22837,CE,"Advanced Physical Hydrogeology",871,3,02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1230 - 1420'",""
27495,CE,"Underground Rock Mechanics",874,3,01," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'","20841"
20841,CE,"Underground Rock Mechanics",874,0,L02," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1720'","27495"
32169,CE,"Contemporary Topics",898,3,34," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1550'",""
20836,CE,"Seminar",990,0.01,03," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21517,CE,"Research &ndash; Project",992,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
20837,CE,"Research &ndash; Thesis",994,15,02," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
20839,CE,"Research &ndash; Dissertation",996,15,03," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32352,CMRS,"The Graeco Roman Tradition Evolution and Reception",110,3,62," USask - Main Saskatoon Campus","'Monday,Wednesday,Friday'","'06-Jan-2026'","'07-Apr-2026'","'1030 - 1120'",""
30829,CMRS,"Directed Research",402,3,62," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32439,CMRS,"Museum Internship",415,3,02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1330 - 1620'",""
28857,CMRS,"Advanced Manuscript Studies",433,3,62," USask - Main Saskatoon Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
26445,CLAS,"Introduction to Scientific Terminology",101,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
25657,CLAS,"Medical Terminology",103,3,02," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1800 - 1950'",""
27610,CLAS,"Medical Terminology",103,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28405,CLAS,"Medical Terminology",103,3,W10,"Suncrest College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28406,CLAS,"Medical Terminology",103,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29560,CLAS,"Medical Terminology",103,3,W20,"Great Plains College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28407,CLAS,"Medical Terminology",103,3,W40,"Northlands College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28408,CLAS,"Medical Terminology",103,3,W50,"North West College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29107,CLAS,"Medical Terminology",103,3,W80,"Southeast College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
30781,CLAS,"Classical Myths",104,3,WS2,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29678,CLAS," Introduction to Legal Terminology",107,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
26710,CLAS,"Advanced Medical Terminology",203,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
27715,CLAS,"Ancient Art and Architecture I Bronze Age to Classical Greece",240,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
21586,COMM,"Business Communication",100,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
21587,COMM,"Business Communication",100,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
28348,COMM,"Business Communication",100,3,08," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
32494,COMM,"Business Communication",100,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32495,COMM,"Business Communication",100,3,W04,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32496,COMM,"Business Communication",100,3,W06,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32497,COMM,"Business Communication",100,3,W10,"Suncrest College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32498,COMM,"Business Communication",100,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32499,COMM,"Business Communication",100,3,W20,"Great Plains College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32501,COMM,"Business Communication",100,3,W40,"Northlands College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32500,COMM,"Business Communication",100,3,W50,"North West College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32502,COMM,"Business Communication",100,3,W80,"Southeast College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
20479,COMM,"Introduction to Business",101,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
31783,COMM,"Introduction to Business",101,3,2," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
26545,COMM,"Introduction to Business",101,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28003,COMM,"Introduction to Business",101,3,W04,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28004,COMM,"Introduction to Business",101,3,W06,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
26548,COMM,"Introduction to Business",101,3,W10,"Suncrest College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
26549,COMM,"Introduction to Business",101,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
26550,COMM,"Introduction to Business",101,3,W20,"Great Plains College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
26551,COMM,"Introduction to Business",101,3,W40,"Northlands College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
27010,COMM,"Introduction to Business",101,3,W50,"North West College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
26553,COMM,"Introduction to Business",101,3,W80,"Southeast College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
20481,COMM,"Foundations of Business Statistics",104,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'","31334"
31334,COMM,"Foundations of Business Statistics",104,0,T02," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 1850'","20481"
28482,COMM,"Foundations of Business Statistics",104,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29618,COMM,"Foundations of Business Statistics",104,3,W10,"Suncrest College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29619,COMM,"Foundations of Business Statistics",104,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29620,COMM,"Foundations of Business Statistics",104,3,W20,"Great Plains College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29622,COMM,"Foundations of Business Statistics",104,3,W40,"Northlands College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29623,COMM,"Foundations of Business Statistics",104,3,W50,"North West College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
29625,COMM,"Foundations of Business Statistics",104,3,W80,"Southeast College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21606,COMM,"Introduction to Organizational Behaviour",105,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
21607,COMM,"Introduction to Organizational Behaviour",105,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
21608,COMM,"Introduction to Organizational Behaviour",105,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
21609,COMM,"Introduction to Organizational Behaviour",105,3,08," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
21610,COMM,"Introduction to Organizational Behaviour",105,3,10," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
28399,COMM,"Introduction to Organizational Behaviour",105,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28434,COMM,"Introduction to Organizational Behaviour",105,3,W10,"Suncrest College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28435,COMM,"Introduction to Organizational Behaviour",105,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28436,COMM,"Introduction to Organizational Behaviour",105,3,W20,"Great Plains College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28437,COMM,"Introduction to Organizational Behaviour",105,3,W40,"Northlands College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28438,COMM,"Introduction to Organizational Behaviour",105,3,W50,"North West College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28439,COMM,"Introduction to Organizational Behaviour",105,3,W80,"Southeast College","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
25237,COMM,"Business School Life I",115,0.01,01," USask - Main Saskatoon Campus","'Monday', 'Monday', 'Monday', 'Monday', 'Monday', 'Monday'","'12-Jan-2026', '26-Jan-2026', '09-Feb-2026', '02-Mar-2026', '16-Mar-2026', '30-Mar-2026'","'12-Jan-2026', '26-Jan-2026', '09-Feb-2026', '02-Mar-2026', '16-Mar-2026', '30-Mar-2026'","'1130 - 1250', '1130 - 1250', '1130 - 1250', '1130 - 1250', '1130 - 1250', '1130 - 1250'",""
23236,COMM,"Business School Life II",120,0.005,01," USask - Main Saskatoon Campus","'Monday', 'Monday', 'Monday', 'Monday', 'Monday', 'Monday'","'19-Jan-2026', '02-Feb-2026', '23-Feb-2026', '09-Mar-2026', '23-Mar-2026', '06-Apr-2026'","'19-Jan-2026', '02-Feb-2026', '23-Feb-2026', '09-Mar-2026', '23-Mar-2026', '06-Apr-2026'","'1130 - 1250', '1130 - 1250', '1130 - 1250', '1130 - 1250', '1130 - 1250', '1130 - 1250'",""
30046,COMM,"Business Mathematics",121,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'","31371"
30047,COMM,"Business Mathematics",121,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'","31371"
30048,COMM,"Business Mathematics",121,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'","31371"
30049,COMM,"Business Mathematics",121,3,08," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'","31371"
31371,COMM,"Business Mathematics",121,0,T02," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 1850'","30046,30047,30048,30049"
21013,COMM,"Introduction to Financial Accounting",201,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
21015,COMM,"Introduction to Finance",203,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
21016,COMM,"Introduction to Finance",203,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'",""
21021,COMM,"Introduction to Finance",203,3,18," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2050'",""
21018,COMM,"Introduction to Marketing",204,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'",""
21019,COMM,"Introduction to Marketing",204,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
21020,COMM,"Introduction to Marketing",204,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
22035,COMM,"Introduction to Marketing",204,3,08," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
24909,COMM,"Introduction to Marketing",204,3,18," USask - Main Saskatoon Campus","'Monday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2050'",""
28397,COMM,"Introduction to Marketing",204,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
28447,COMM,"Introduction to Marketing",204,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21022,COMM,"Introduction to Operations Management",205,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
21023,COMM,"Introduction to Operations Management",205,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'",""
21024,COMM,"Introduction to Operations Management",205,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
21612,COMM,"Introduction to Operations Management",205,3,08," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
28376,COMM,"Introduction to Operations Management",205,3,18," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1900 - 2150'",""
21025,COMM,"Statistics for Business Decisions",207,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'","31335"
31335,COMM,"Statistics for Business Decisions",207,0,T02," USask - Main Saskatoon Campus","'Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 1850'","21025"
30526,COMM,"Statistics for Business Decisions",207,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
30528,COMM,"Statistics for Business Decisions",207,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21613,COMM,"Introduction to Management Accounting",210,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
21614,COMM,"Introduction to Management Accounting",210,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
21615,COMM,"Introduction to Management Accounting",210,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
21616,COMM,"Introduction to Management Accounting",210,3,08," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
21617,COMM,"Introduction to Management Accounting",210,3,10," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
28054,COMM,"Introduction to Management Accounting",210,3,12," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'0900 - 1220'",""
31784,COMM,"Introduction to Management Accounting",210,3,14," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
32341,COMM,"Introduction to Management Accounting",210,3,16," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'",""
21618,COMM,"Introduction to Management Accounting",210,3,18," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2020'",""
28055,COMM,"Introduction to Management Accounting",210,3,20," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2020'",""
22869,COMM,"Human Resource Management",211,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
22870,COMM,"Human Resource Management",211,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1600 - 1720'",""
22871,COMM,"Human Resource Management",211,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
22872,COMM,"Human Resource Management",211,3,08," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
27094,COMM,"Human Resource Management",211,3,10," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'0900 - 1220'",""
30627,COMM,"Human Resource Management",211,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
30629,COMM,"Human Resource Management",211,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
30051,COMM,"Management Information Systems",213,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
30052,COMM,"Management Information Systems",213,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
30053,COMM,"Management Information Systems",213,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
30054,COMM,"Management Information Systems",213,3,08," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
31708,COMM,"Management Information Systems",213,3,10," USask - Main Saskatoon Campus","'Friday'","'06-Jan-2026'","'07-Apr-2026'","'0900 - 1220'",""
32503,COMM,"Introduction to Accounting and Financial Literacy for Entrepreneurs",225,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
30057,COMM,"Personal Financial Management",229,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
30058,COMM,"Personal Financial Management",229,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
30639,COMM,"Personal Financial Management",229,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
30640,COMM,"Personal Financial Management",229,3,08," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
30059,COMM,"Personal Financial Management",229,3,18," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2050'",""
32504,COMM,"Personal Financial Management",229,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
32506,COMM,"Personal Financial Management",229,3,W16," USask - Prince Albert Campus","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21623,COMM,"Introduction to Business Law",304,3,18," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1900 - 2220'",""
31280,COMM,"Introduction to Business Law",304,3,20," USask - Main Saskatoon Campus","'Tuesday'","'06-Jan-2026'","'07-Apr-2026'","'1900 - 2150'",""
31191,COMM,"Introduction to Business Law",304,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
21619,COMM,"Ethics and Strategic Decision Making",306,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
21620,COMM,"Ethics and Strategic Decision Making",306,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
21621,COMM,"Ethics and Strategic Decision Making",306,3,06," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
28452,COMM,"Ethics and Strategic Decision Making",306,3,W02,"Off-campus Site","''","'06-Jan-2026'","'07-Apr-2026'","'None - None'",""
31237,COMM,"Business Analytics",311,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
31238,COMM,"Business Analytics",311,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
21083,COMM,"Corporate Financial Reporting II",323,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
21084,COMM,"Corporate Financial Reporting II",323,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
30042,COMM,"Data Analytics for Accountants",324,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1130 - 1250'",""
30043,COMM,"Data Analytics for Accountants",324,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
32342,COMM,"Corporate Reporting and Decision-Making for Non-Accountants",325,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
21039,COMM,"Introduction to International Business",340,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
21040,COMM,"Introduction to International Business",340,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
23229,COMM,"Organization Structure and Design",342,3,02," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
21042,COMM,"Business and Public Policy",345,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
21044,COMM,"Technology Commercialization",346,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
22425,COMM,"Indigenous Business in Canada",347,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
30644,COMM,"Indigenous Business in Canada",347,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
31246,COMM,"Indigenous Business in Canada",347,3,06," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
31247,COMM,"Indigenous Business in Canada",347,3,08," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1000 - 1120'",""
22426,COMM,"Indigenous Business in Canada",347,3,18," USask - Main Saskatoon Campus","'Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1730 - 2050'",""
21045,COMM,"Leadership",348,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1300 - 1420'",""
22874,COMM,"Leadership",348,3,04," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
22427,COMM,"Introduction to Entrepreneurship",349,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
21046,COMM,"Marketing Strategy",352,3,02," USask - Main Saskatoon Campus","'Monday,Wednesday'","'06-Jan-2026'","'07-Apr-2026'","'0830 - 0950'",""
21049,COMM,"Consumer Behaviour",354,3,04," USask - Main Saskatoon Campus","'Tuesday,Thursday'","'06-Jan-2026'","'07-Apr-2026'","'1430 - 1550'",""
